"Step","test-model_082337 - Train RMSE (meters)","test-model_082337 - Train RMSE (meters)__MIN","test-model_082337 - Train RMSE (meters)__MAX","test-model_080952 - Train RMSE (meters)","test-model_080952 - Train RMSE (meters)__MIN","test-model_080952 - Train RMSE (meters)__MAX","test-model_060949 - Train RMSE (meters)","test-model_060949 - Train RMSE (meters)__MIN","test-model_060949 - Train RMSE (meters)__MAX","test-model_051324 - Train RMSE (meters)","test-model_051324 - Train RMSE (meters)__MIN","test-model_051324 - Train RMSE (meters)__MAX"
"280","7067.534390930228","7067.534390930228","7067.534390930228","6074.855807834097","6074.855807834097","6074.855807834097","2618.179133427693","2618.179133427693","2618.179133427693","8134.299971314723","8134.299971314723","8134.299971314723"
"282","9066.512765057378","9066.512765057378","9066.512765057378","","","","","","","","",""
"284","7395.135998871352","7395.135998871352","7395.135998871352","","","","","","","","",""
"286","6645.411841759722","6645.411841759722","6645.411841759722","5926.218860337622","5926.218860337622","5926.218860337622","1688.515728330232","1688.515728330232","1688.515728330232","10325.53282741445","10325.53282741445","10325.53282741445"
"288","7017.947010226158","7017.947010226158","7017.947010226158","5823.972434573386","5823.972434573386","5823.972434573386","3002.024692533599","3002.024692533599","3002.024692533599","13532.756906520075","13532.756906520075","13532.756906520075"
"290","7257.2467037286615","7257.2467037286615","7257.2467037286615","","","","","","","","",""
"292","8008.762582382337","8008.762582382337","8008.762582382337","5003.812945387148","5003.812945387148","5003.812945387148","2453.46661029669","2453.46661029669","2453.46661029669","9373.99127619675","9373.99127619675","9373.99127619675"
"294","6709.032794272375","6709.032794272375","6709.032794272375","5949.723060157419","5949.723060157419","5949.723060157419","2223.876035151772","2223.876035151772","2223.876035151772","11800.868893007153","11800.868893007153","11800.868893007153"
"296","9632.378932727679","9632.378932727679","9632.378932727679","","","","","","","","",""
"298","7866.93680940578","7866.93680940578","7866.93680940578","4667.804348017769","4667.804348017769","4667.804348017769","2872.342208034332","2872.342208034332","2872.342208034332","12046.412042214906","12046.412042214906","12046.412042214906"
"300","8091.482205617753","8091.482205617753","8091.482205617753","5850.074762290489","5850.074762290489","5850.074762290489","2034.126867083767","2034.126867083767","2034.126867083767","11356.580576811557","11356.580576811557","11356.580576811557"
"302","2791.7122849015764","2791.7122849015764","2791.7122849015764","3791.2331095695627","3791.2331095695627","3791.2331095695627","3078.7400923649675","3078.7400923649675","3078.7400923649675","7129.667058610675","7129.667058610675","7129.667058610675"
"304","8543.719223402357","8543.719223402357","8543.719223402357","","","","","","","","",""
"306","3679.231416982845","3679.231416982845","3679.231416982845","5672.696865846847","5672.696865846847","5672.696865846847","2192.106845538435","2192.106845538435","2192.106845538435","9104.869061805852","9104.869061805852","9104.869061805852"
"308","8898.460930717238","8898.460930717238","8898.460930717238","4325.477768302583","4325.477768302583","4325.477768302583","3775.488144216513","3775.488144216513","3775.488144216513","15106.806381894838","15106.806381894838","15106.806381894838"
"310","6484.1900075239","6484.1900075239","6484.1900075239","4902.946921397569","4902.946921397569","4902.946921397569","2081.034086958744","2081.034086958744","2081.034086958744","6126.048737874129","6126.048737874129","6126.048737874129"
"312","9688.469622909142","9688.469622909142","9688.469622909142","4269.334095750709","4269.334095750709","4269.334095750709","2810.9971640734375","2810.9971640734375","2810.9971640734375","13755.18094336563","13755.18094336563","13755.18094336563"
"314","9623.726153608635","9623.726153608635","9623.726153608635","3900.2402806233986","3900.2402806233986","3900.2402806233986","2306.4413509485084","2306.4413509485084","2306.4413509485084","10947.500289321133","10947.500289321133","10947.500289321133"
"316","4886.431306699057","4886.431306699057","4886.431306699057","6995.919792530144","6995.919792530144","6995.919792530144","1706.111018315913","1706.111018315913","1706.111018315913","10843.083627766888","10843.083627766888","10843.083627766888"
"318","5502.034667104498","5502.034667104498","5502.034667104498","5096.840628783472","5096.840628783472","5096.840628783472","2722.7459623205104","2722.7459623205104","2722.7459623205104","14320.960263816376","14320.960263816376","14320.960263816376"
"320","6670.988787861653","6670.988787861653","6670.988787861653","4548.38472713781","4548.38472713781","4548.38472713781","2488.6997206373585","2488.6997206373585","2488.6997206373585","8918.314007672985","8918.314007672985","8918.314007672985"
"322","6583.192309748303","6583.192309748303","6583.192309748303","7462.388142269783","7462.388142269783","7462.388142269783","3304.1642137705167","3304.1642137705167","3304.1642137705167","10757.812234051602","10757.812234051602","10757.812234051602"
"324","8634.245050248344","8634.245050248344","8634.245050248344","","","","","","","","",""
"326","6581.349549804024","6581.349549804024","6581.349549804024","4419.080194764656","4419.080194764656","4419.080194764656","2379.2832456382193","2379.2832456382193","2379.2832456382193","12640.032797994192","12640.032797994192","12640.032797994192"
"328","7264.878429490468","7264.878429490468","7264.878429490468","4100.348338297663","4100.348338297663","4100.348338297663","2246.0017807417166","2246.0017807417166","2246.0017807417166","15731.235982762102","15731.235982762102","15731.235982762102"
"330","5471.4313473191105","5471.4313473191105","5471.4313473191105","4422.594955388861","4422.594955388861","4422.594955388861","2856.394188578289","2856.394188578289","2856.394188578289","11881.208302737235","11881.208302737235","11881.208302737235"
"332","6720.460629598977","6720.460629598977","6720.460629598977","","","","","","","","",""
"334","11560.57393295955","11560.57393295955","11560.57393295955","5673.984650177979","5673.984650177979","5673.984650177979","2483.493732599622","2483.493732599622","2483.493732599622","10736.907771235003","10736.907771235003","10736.907771235003"
"336","7079.738424636192","7079.738424636192","7079.738424636192","5565.34017426287","5565.34017426287","5565.34017426287","2212.838070439818","2212.838070439818","2212.838070439818","12134.375575299167","12134.375575299167","12134.375575299167"
"338","5456.538053164732","5456.538053164732","5456.538053164732","5087.911711958462","5087.911711958462","5087.911711958462","3017.8097139147953","3017.8097139147953","3017.8097139147953","9079.274733415094","9079.274733415094","9079.274733415094"
"340","7882.5609149992815","7882.5609149992815","7882.5609149992815","6732.951392146325","6732.951392146325","6732.951392146325","2196.0410202356425","2196.0410202356425","2196.0410202356425","13940.364697199646","13940.364697199646","13940.364697199646"
"342","9677.061486741377","9677.061486741377","9677.061486741377","4589.095034303763","4589.095034303763","4589.095034303763","2599.7542033560903","2599.7542033560903","2599.7542033560903","14106.617283127729","14106.617283127729","14106.617283127729"
"344","10144.791227761694","10144.791227761694","10144.791227761694","5966.773649629385","5966.773649629385","5966.773649629385","1871.5811395282246","1871.5811395282246","1871.5811395282246","18399.41066751833","18399.41066751833","18399.41066751833"
"346","6508.210278795547","6508.210278795547","6508.210278795547","4563.7696864075215","4563.7696864075215","4563.7696864075215","2879.64876245119","2879.64876245119","2879.64876245119","9912.782843500234","9912.782843500234","9912.782843500234"
"348","11005.592918386064","11005.592918386064","11005.592918386064","5060.067864158949","5060.067864158949","5060.067864158949","2077.8602990814143","2077.8602990814143","2077.8602990814143","14683.153848637186","14683.153848637186","14683.153848637186"
"350","7400.942949195508","7400.942949195508","7400.942949195508","5045.920444128244","5045.920444128244","5045.920444128244","1586.8836620059844","1586.8836620059844","1586.8836620059844","11435.297727924784","11435.297727924784","11435.297727924784"
"352","10279.157663338043","10279.157663338043","10279.157663338043","6641.852770231779","6641.852770231779","6641.852770231779","2158.6050979697025","2158.6050979697025","2158.6050979697025","10177.151812840686","10177.151812840686","10177.151812840686"
"354","9858.674134796522","9858.674134796522","9858.674134796522","4470.775991956743","4470.775991956743","4470.775991956743","3720.4480021159643","3720.4480021159643","3720.4480021159643","11668.969279079549","11668.969279079549","11668.969279079549"
"356","4535.8315687066915","4535.8315687066915","4535.8315687066915","4232.474361529043","4232.474361529043","4232.474361529043","2803.6047085920595","2803.6047085920595","2803.6047085920595","14083.120698094826","14083.120698094826","14083.120698094826"
"358","6082.72533339595","6082.72533339595","6082.72533339595","","","","","","","","",""
"360","8085.013811362695","8085.013811362695","8085.013811362695","","","","","","","","",""
"362","6606.56665992236","6606.56665992236","6606.56665992236","","","","","","","","",""
"364","9603.470639861845","9603.470639861845","9603.470639861845","6367.398123972706","6367.398123972706","6367.398123972706","1924.556555544837","1924.556555544837","1924.556555544837","13751.230184837083","13751.230184837083","13751.230184837083"
"366","7613.821606472333","7613.821606472333","7613.821606472333","4614.097632801765","4614.097632801765","4614.097632801765","2345.171497332766","2345.171497332766","2345.171497332766","10782.504354290753","10782.504354290753","10782.504354290753"
"368","8343.408613328904","8343.408613328904","8343.408613328904","3412.319637604486","3412.319637604486","3412.319637604486","1364.3732397554782","1364.3732397554782","1364.3732397554782","11236.678289258256","11236.678289258256","11236.678289258256"
"370","8877.799787946315","8877.799787946315","8877.799787946315","5220.1404889154355","5220.1404889154355","5220.1404889154355","1846.8892358337755","1846.8892358337755","1846.8892358337755","16022.84189769835","16022.84189769835","16022.84189769835"
"372","6225.795607682516","6225.795607682516","6225.795607682516","4215.057311070023","4215.057311070023","4215.057311070023","2488.8626509308306","2488.8626509308306","2488.8626509308306","10610.505483452704","10610.505483452704","10610.505483452704"
"374","8514.006224593471","8514.006224593471","8514.006224593471","","","","","","","","",""
"376","7277.375021031386","7277.375021031386","7277.375021031386","5941.576562129598","5941.576562129598","5941.576562129598","3251.005613197801","3251.005613197801","3251.005613197801","13615.855954540148","13615.855954540148","13615.855954540148"
"378","6976.943634660645","6976.943634660645","6976.943634660645","","","","","","","","",""
"380","7520.7914807395855","7520.7914807395855","7520.7914807395855","5526.622280307667","5526.622280307667","5526.622280307667","1776.839279012993","1776.839279012993","1776.839279012993","11289.61053593797","11289.61053593797","11289.61053593797"
"382","7776.835863284252","7776.835863284252","7776.835863284252","","","","","","","","",""
"384","9024.351990173285","9024.351990173285","9024.351990173285","5541.117998319724","5541.117998319724","5541.117998319724","2488.988676969966","2488.988676969966","2488.988676969966","13662.450975642501","13662.450975642501","13662.450975642501"
"386","8577.349879641975","8577.349879641975","8577.349879641975","3567.8650712531066","3567.8650712531066","3567.8650712531066","1425.3140036640461","1425.3140036640461","1425.3140036640461","7628.858965577271","7628.858965577271","7628.858965577271"
"388","7448.738870831667","7448.738870831667","7448.738870831667","5579.760944670379","5579.760944670379","5579.760944670379","1873.1341416253929","1873.1341416253929","1873.1341416253929","15639.7444775384","15639.7444775384","15639.7444775384"
"390","5307.110127896555","5307.110127896555","5307.110127896555","4411.2816211867475","4411.2816211867475","4411.2816211867475","3391.016168487755","3391.016168487755","3391.016168487755","14227.741458649021","14227.741458649021","14227.741458649021"
"392","7091.593881032566","7091.593881032566","7091.593881032566","4107.135256618078","4107.135256618078","4107.135256618078","1736.5934986589964","1736.5934986589964","1736.5934986589964","16387.625886272104","16387.625886272104","16387.625886272104"
"394","8359.266619113416","8359.266619113416","8359.266619113416","3275.1918680101385","3275.1918680101385","3275.1918680101385","1837.459906964585","1837.459906964585","1837.459906964585","14734.950421485815","14734.950421485815","14734.950421485815"
"396","5428.452111085586","5428.452111085586","5428.452111085586","2472.088542207054","2472.088542207054","2472.088542207054","1573.281108296625","1573.281108296625","1573.281108296625","15045.93016132787","15045.93016132787","15045.93016132787"
"398","7509.681492843915","7509.681492843915","7509.681492843915","","","","","","","","",""
"400","9041.119050583762","9041.119050583762","9041.119050583762","","","","","","","","",""
